,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
2946,18.2,1,0.161740582,6,38.419,1999,1,0,0,805.618
2951,5.46,0,0.032308482,3,185.224,2009,1,2,1,2423.512
2953,16.5,0,0.079713576,6,101.3332,1997,2,0,0,1537.998
2954,17.35,1,0.014679558,5,73.6038,1987,0,2,0,739.038
2955,5.88,0,0.030247903,5,101.399,1997,2,0,0,2063.98
2957,7.93,1,0.07113587,8,42.7086,1997,2,0,0,356.8688
2958,8.43,1,0.017322454,14,196.8768,2004,2,1,0,3350.3056
2960,14.15,1,0,9,197.111,1999,1,0,0,3731.809
2964,17.75,1,0.03048292,4,257.2672,1999,1,0,0,3068.0064
2965,12.85,1,0.033314389,13,171.6422,2009,1,2,1,3276.4018
2969,12.35,1,0.099674817,6,112.2518,1987,0,2,0,1366.2216
2971,6.76,0,0.028958563,6,78.396,1987,0,2,0,1757.712
2973,8.315,0,0.035627489,0,146.6444,1999,1,0,0,870.8664
2974,17.5,1,0.052657753,13,103.699,2009,1,2,1,1031.99
2975,11.6,0,0.009754896,13,223.0404,1987,0,2,0,2025.3636
2976,7.285,1,0.031151633,9,173.2054,1997,2,0,0,4902.9512
2980,17.7,1,0.087791917,4,180.6292,2004,2,1,0,3101.2964
2981,17.35,0,0.062839798,0,90.883,2004,2,1,0,1707.777
2983,18.2,1,0.090267996,6,194.711,2009,1,2,1,4910.275
2984,7.825,0,0.150248468,5,155.2288,1999,1,0,0,1257.0304
2985,19.35,0,0.082394321,0,48.5034,1999,1,0,0,243.017
2986,8.895,1,0.026451028,5,210.3954,2009,1,2,1,5001.4896
2988,10.5,1,0.071257912,5,121.3098,1997,2,0,0,843.5686
2989,12.3,1,0.036908933,13,115.9834,1987,0,2,0,2073.3012
2990,6.035,1,0.141475625,13,155.0998,1999,1,0,0,1230.3984
2991,20.75,1,0.007551665,13,107.1622,2004,2,1,0,1693.7952
2992,13.85,1,0.031338558,11,41.048,1997,2,0,0,639.168
2998,16.2,1,0.019378432,14,156.4972,1997,2,0,0,1090.5804
3003,8.355,1,0.187850233,3,146.5418,1999,1,0,0,2501.4106
3004,18.25,1,0.054455125,13,142.0154,2009,1,2,1,850.8924
3008,12.65,1,0.069707771,10,51.0324,2009,1,2,1,727.0536
3011,20.85,0,0.062321222,0,87.2514,1999,1,0,0,265.6542
3013,7.565,1,0.054630544,8,57.393,2004,2,1,0,735.709
3015,9.195,1,0.048059871,9,105.8622,1997,2,0,0,2223.1062
3016,16.2,1,0.103894671,3,101.299,2009,1,2,1,1857.582
3019,12.3,0,0.058207114,13,59.1562,1999,1,0,0,1185.124
3020,6.135,1,0.078957122,14,111.986,2004,2,1,0,1697.79
3021,17.25,0,0,13,95.2068,1987,0,2,0,2721.7904
3022,11.3,0,0.066729996,5,257.2962,1997,2,0,0,4920.9278
3024,17.85,1,0.018052019,8,96.6094,1999,1,0,0,856.8846
3027,17.25,1,0.03717912,14,162.5526,2004,2,1,0,5920.2936
3030,12.3,0,0.058116758,13,57.5562,1997,2,0,0,651.8182
3032,12.15,0,0.131973625,6,187.9872,1987,0,2,0,2458.1336
3034,8.155,0,0.033555399,5,74.7354,1997,2,0,0,1655.1788
3035,8.895,0,0.088681966,13,121.973,2009,1,2,1,2956.152
3036,7.97,1,0.021623214,12,107.6596,2009,1,2,1,1833.6132
3037,16.2,1,0.033373748,14,74.0696,2004,2,1,0,894.8352
3038,14.5,1,0.089917769,8,160.3604,1999,1,0,0,2852.2872
3040,15.7,1,0.122470805,3,131.7942,2004,2,1,0,1987.413
3042,6.865,1,0.056819936,13,212.6218,2004,2,1,0,2137.218
3043,8.21,1,0.044925784,4,86.0198,1997,2,0,0,1569.9564
3049,12.6,0,0.074035365,4,256.1356,1999,1,0,0,4578.0408
3052,13.8,1,0,4,263.7884,1999,1,0,0,3709.8376
3056,16.5,0,0.094246644,0,98.9068,2009,1,2,1,1749.7224
3057,16.7,1,0.10203648,3,180.9292,2004,2,1,0,2736.438
3059,6.98,1,0.041071581,3,82.5934,1987,0,2,0,1310.2944
3061,19.25,0,0.034693175,3,140.1496,2004,2,1,0,1552.6456
3063,9.3,1,0.028516696,0,194.6136,2004,2,1,0,3110.6176
3064,11,1,0.054939029,8,101.4358,1997,2,0,0,1608.5728
3066,6.675,1,0,13,92.9462,2009,1,2,1,1018.0082
3067,6.48,1,0.033893487,13,147.0076,2004,2,1,0,3103.9596
3069,15.35,1,0.020326962,14,216.7508,1997,2,0,0,1736.4064
3070,7.05,1,0.08509812,13,108.2912,1999,1,0,0,2293.0152
3071,11.1,0,0.035997543,5,176.9712,1987,0,2,0,3691.1952
3072,6.445,1,0.029686148,0,96.4436,2004,2,1,0,378.1744
3073,7.5,1,0.032626952,5,235.9906,1997,2,0,0,6893.0274
3074,17.25,1,0.035057688,4,91.612,2004,2,1,0,279.636
3075,20.35,1,0.060699725,0,233.3616,1997,2,0,0,6093.4016
3077,4.59,1,0.070767174,14,111.986,2004,2,1,0,792.302
3079,5.98,1,0.075495088,7,55.3614,1987,0,2,0,497.3526
3080,7.47,0,0.15277077,5,214.4218,2009,1,2,1,4274.436
3083,11.35,0,0.023318068,4,182.4608,2004,2,1,0,7534.1928
3084,19.5,0,0.030819397,3,86.054,2009,1,2,1,2336.958
3085,15.75,1,0.165838224,4,36.6506,1997,2,0,0,607.2096
3087,8.395,1,0.07191675,7,254.804,1987,0,2,0,7843.124
3088,8.395,1,0.039653081,13,99.5042,2009,1,2,1,1686.4714
3089,19.2,0,0,6,184.595,2009,1,2,1,3844.995
3090,8.06,1,0.021358889,2,232.3326,1987,0,2,0,2541.3586
3097,8.02,1,0.019901356,9,157.5972,1999,1,0,0,3427.5384
3099,18.25,1,0.07518071,13,126.2046,2004,2,1,0,1618.5598
3102,15.7,1,0.030751366,7,42.577,1999,1,0,0,952.094
3106,7.81,0,0.055451725,3,122.6046,2009,1,2,1,2365.5874
3111,7.3,1,0.086132373,5,148.8076,1997,2,0,0,3103.9596
3112,6.15,1,0.046342889,0,97.3384,1999,1,0,0,886.8456
3115,15.5,0,0.025473816,0,83.1934,2009,1,2,1,1146.5076
3116,15.2,1,0,14,96.6752,1997,2,0,0,479.376
3117,14.8,0,0.043856919,1,109.057,1987,0,2,0,2746.425
3119,9,1,0.038917891,14,35.919,2004,2,1,0,1171.808
3120,17.85,1,0.046707264,10,152.6682,1999,1,0,0,1829.6184
3121,17.75,1,0.030501281,11,180.566,2004,2,1,0,3415.554
3123,20.1,1,0.074565098,4,111.3228,1987,0,2,0,663.1368
3124,9.195,0,0.064014173,5,83.3566,1997,2,0,0,1437.4622
3125,20.2,1,0.011838464,9,155.134,1999,1,0,0,2603.278
3127,8.26,1,0.034457776,7,113.3834,1999,1,0,0,2073.3012
3129,7.52,0,0.044091657,0,182.995,1999,1,0,0,3844.995
3130,17,0,0.026546765,3,142.147,1987,0,2,0,2147.205
3131,19.6,1,0.023951149,9,105.6964,1997,2,0,0,1577.946
3132,5.095,0,0.129705008,13,141.8838,1999,1,0,0,1966.7732
3133,17,0,0.026563851,3,141.247,2004,2,1,0,3292.381
3134,15.35,1,0.015700603,11,141.147,1999,1,0,0,2719.793
3135,8.42,0,0,3,229.0352,2004,2,1,0,5496.8448
3136,6.985,0,0.137366883,10,184.9608,1997,2,0,0,3858.9768
3137,6.3,1,0.127424932,3,208.127,2004,2,1,0,2306.997
3138,14.85,1,0.09384335,0,142.3812,2009,1,2,1,1139.8496
3140,12.3,1,0.111727876,0,33.9874,2009,1,2,1,564.5984
3141,10.5,1,0.052637056,5,88.583,1999,1,0,0,808.947
3142,15.35,1,0.096790497,14,197.2768,2009,1,2,1,3941.536
3143,18.5,1,0.033997473,11,129.9284,1999,1,0,0,1845.5976
3147,18.2,1,0.161458973,6,37.819,2004,2,1,0,256.333
3148,18.25,0,0.171093639,4,155.663,1999,1,0,0,2034.019
3149,12.1,1,0.14825809,6,108.428,1987,0,2,0,1278.336
3153,14.35,0,0.091283986,5,232.6984,2009,1,2,1,2316.984
3156,8.42,1,0.070510189,9,214.4192,1987,0,2,0,1725.7536
3158,15.5,0,0.07575107,0,262.8568,1997,2,0,0,5800.4496
3159,11.65,0,0.058730831,0,171.9422,1997,2,0,0,3448.844
3161,12.3,1,0.069401919,14,107.9938,1987,0,2,0,2036.6822
3162,13.65,0,0.026579951,10,34.7532,1987,0,2,0,683.1108
3165,9.5,0,0.022093019,10,195.9452,1999,1,0,0,2348.9424
3166,8.8,1,0.071369947,13,209.1612,1987,0,2,0,2090.612
3167,20.7,0,0.047482391,4,215.9876,2004,2,1,0,3430.2016
3168,11.5,1,0.017642229,8,131.8626,1997,2,0,0,2885.5772
3169,16.7,0,0.052625179,5,113.4176,2009,1,2,1,1488.7288
3170,6.885,0,0.14057889,3,112.1228,2009,1,2,1,663.1368
3172,5.19,0,0.044321422,10,103.899,1999,1,0,0,2889.572
3174,9.695,0,0.029140008,3,176.337,1987,0,2,0,3528.74
3175,6.695,1,0.075878519,15,194.082,1997,2,0,0,3861.64
3176,20.35,1,0.054046706,13,119.5466,2004,2,1,0,353.5398
3177,6.615,0,0.091954465,3,250.6408,2004,2,1,0,4756.4752
3179,9.13,1,0.052058629,9,150.6024,2009,1,2,1,1821.6288
3181,8.355,1,0.187523164,3,146.2418,2004,2,1,0,4414.254
3182,19.85,1,0.044460448,4,88.7856,1987,0,2,0,1142.5128
3184,15.75,1,0.14048631,7,252.7382,1987,0,2,0,3280.3966
3185,18,1,0.017979145,15,178.3686,2009,1,2,1,3199.8348
3186,7.63,0,0.134919202,13,46.9402,1999,1,0,0,780.9834
3187,10.195,0,0.012447775,10,197.611,1987,0,2,0,2553.343
3190,7.235,1,0.099879337,13,195.1452,1987,0,2,0,1761.7068
3191,14.85,1,0.061226969,9,253.0698,2009,1,2,1,2283.0282
3194,20.7,0,0.122015744,5,117.7466,2009,1,2,1,2828.3184
3195,9.395,1,0.099120588,13,107.228,1997,2,0,0,2024.032
3196,13.5,0,0.159968994,6,147.6102,1999,1,0,0,1603.9122
3200,14.15,1,0.035263498,3,254.8014,2004,2,1,0,2040.0112
3201,9.695,1,0.129889831,6,185.3898,1987,0,2,0,3554.7062
3202,4.88,0,0.134037,0,53.3298,2009,1,2,1,539.298
3203,10.195,0,0.145867347,4,194.0794,1997,2,0,0,3901.588
3207,15.35,1,0.074553522,13,91.883,1987,0,2,0,2606.607
3208,6.695,1,0.075864171,15,192.082,2004,2,1,0,6757.87
3210,8.63,1,0.031143591,13,183.9582,1999,1,0,0,5386.9878
3212,20,0,0.028238317,6,46.3744,2009,1,2,1,181.0976
3214,9.1,0,0.008027701,5,81.1618,1987,0,2,0,2255.7304
3215,16,1,0.099290166,9,214.0902,1999,1,0,0,1486.7314
3219,7.27,0,0.020865797,3,90.2488,2009,1,2,1,814.9392
3220,6.59,1,0.026180032,9,120.7098,2004,2,1,0,2530.7058
3221,13.1,1,0.037734334,6,173.9054,2009,1,2,1,3677.2134
3222,14.3,1,0.127435585,5,86.8224,1987,0,2,0,852.224
3223,15.1,0,0.087762922,6,221.5456,2009,1,2,1,2873.5928
3225,10.195,0,0.017703044,15,239.4538,2009,1,2,1,3605.307
3226,20.2,0,0.096433359,10,178.5028,1987,0,2,0,4604.6728
3228,16.75,0,0.008184912,3,101.2674,1987,0,2,0,1528.011
3229,11.1,1,0.059846975,6,150.1366,1997,2,0,0,1813.6392
3230,9.195,0,0.122494876,6,100.1016,1999,1,0,0,1416.8224
3232,12.8,1,0.022980361,6,117.7492,1999,1,0,0,1274.3412
3233,6.325,1,0.125154452,5,99.2042,2004,2,1,0,1388.8588
3235,6.17,1,0.010674255,10,63.4826,2009,1,2,1,774.9912
3236,6.98,1,0.041098016,3,81.6934,2004,2,1,0,818.934
3238,12.15,1,0.145013434,8,225.0404,2004,2,1,0,4950.8888
3240,18,1,0.008554102,0,79.3618,1999,1,0,0,805.618
3241,12.15,0,0.132058566,6,187.5872,2004,2,1,0,4349.0056
3244,8.485,1,0.058083831,8,103.199,1987,0,2,0,722.393
3245,6.3,1,0.127449031,3,210.527,1997,2,0,0,6291.81
3246,20.85,1,0.097536998,15,225.3746,1987,0,2,0,3365.619
3250,10.5,0,0.0481669,4,48.8376,1987,0,2,0,671.1264
3251,9.3,1,0.089005769,3,143.9786,1997,2,0,0,2745.0934
3253,5.615,1,0.12566436,8,123.473,1987,0,2,0,1231.73
3254,18,1,0.047377053,9,171.1422,1997,2,0,0,2931.5174
3257,7.02,1,0,6,148.1734,2009,1,2,1,890.8404
3259,14.65,1,0,11,53.8614,2004,2,1,0,1105.228
3260,7.825,0,0.150015234,5,157.5288,1997,2,0,0,942.7728
3261,17.35,1,0.014691784,5,74.1038,1997,2,0,0,960.7494
3262,16.35,1,0.017062427,9,98.141,2009,1,2,1,1544.656
3265,15.2,1,0.019018943,13,238.7248,1987,0,2,0,1659.1736
3266,17.85,1,0.011233126,13,211.556,2004,2,1,0,5752.512
3267,14.8,1,0.081026811,10,190.0846,2004,2,1,0,4586.0304
3270,18.85,1,0.090850115,7,126.6336,2004,2,1,0,1150.5024
3272,20.35,1,0.083929569,10,182.4292,1999,1,0,0,4925.5884
3274,15.3,1,0.023071504,9,101.8332,2009,1,2,1,1025.332
3275,16.5,1,0.012627329,8,38.7506,1987,0,2,0,759.012
3278,10.6,1,0.056785183,4,231.9642,2004,2,1,0,2091.2778
3279,5.15,0,0.06117708,10,121.8388,1997,2,0,0,3219.8088
3280,12.85,0,0.152099033,6,252.6382,2004,2,1,0,3532.7348
3281,20.25,1,0.02594835,9,180.0976,2004,2,1,0,3440.8544
3282,17.6,1,0.041581725,14,163.3526,1987,0,2,0,3453.5046
3285,6.63,0,0.010937229,13,55.8588,2004,2,1,0,801.6232
3287,15.5,0,0.125687917,6,178.2028,1997,2,0,0,1416.8224
3289,9.895,1,0.167831064,14,237.4564,1997,2,0,0,715.0692
3292,17.7,1,0.050929429,9,129.1678,2004,2,1,0,1780.3492
3295,6.92,1,0.038610722,4,61.4852,2009,1,2,1,1314.2892
3296,11.65,1,0.019372253,7,40.6164,1997,2,0,0,308.9312
3297,11,0,0.057290978,6,242.7512,2009,1,2,1,1938.8096
3299,5.695,0,0.067688124,1,258.8988,2004,2,1,0,5396.9748
3300,17.25,1,0.035207155,4,93.512,2009,1,2,1,1491.392
3305,14.15,1,0.037877202,15,124.0046,1987,0,2,0,1618.5598
3307,7.97,1,0.034424278,14,171.8422,1987,0,2,0,2069.3064
3308,9.895,1,0.060067115,9,230.6642,1997,2,0,0,4647.284
3309,10.695,0,0.127727102,4,121.144,1997,2,0,0,1917.504
3312,15.7,1,0.122684413,3,132.2942,1999,1,0,0,2252.4014
3313,5.785,0,0.038724612,6,263.9252,1987,0,2,0,6033.4796
3314,19.1,1,0.09688421,6,233.5958,1999,1,0,0,2336.958
3316,12.6,1,0.087380432,6,109.7228,1987,0,2,0,1547.3192
3318,20.2,0,0.059894378,6,125.9678,1999,1,0,0,2797.6916
3319,14.15,1,0.037901581,15,126.3046,2004,2,1,0,2614.5966
3322,18.2,1,0.012627478,13,140.818,1999,1,0,0,3495.45
3325,16.2,1,0.063017421,3,100.37,2004,2,1,0,998.7
3326,13.15,1,0.043727261,13,182.595,1987,0,2,0,3478.805
3328,13.85,0,0.056271701,2,232.23,1987,0,2,0,1398.18
3329,9.1,1,0.080619969,9,47.4718,2009,1,2,1,472.718
3331,11.6,0,0.078863888,5,83.2276,1987,0,2,0,1543.3244
3332,15.7,0,0.027729547,3,169.379,2009,1,2,1,1528.011
3334,20.35,1,0.039235527,9,127.2678,1987,0,2,0,1017.3424
3335,10.5,0,0.02502991,6,218.4508,1999,1,0,0,2821.6604
3337,5.655,1,0.085622362,6,167.25,2009,1,2,1,2330.3
3339,15,1,0.049038621,14,65.4168,1987,0,2,0,1661.8368
3343,20.35,1,0.142393712,13,122.7072,2009,1,2,1,1470.0864
3345,7.55,0,0.03107068,6,122.4072,2009,1,2,1,857.5504
3346,18.7,1,0.03761584,6,109.1886,2004,2,1,0,1890.2062
3349,9.395,1,0.040023967,11,85.5908,1999,1,0,0,1006.6896
3351,18.35,1,0.030619301,8,194.0162,2009,1,2,1,2886.243
3352,11.3,0,0.054637635,10,93.3094,1999,1,0,0,3046.7008
3353,17.25,1,0,5,40.8822,2009,1,2,1,628.5152
3355,11.85,0,0.050085152,6,164.7526,1997,2,0,0,1315.6208
3356,9.6,1,0.096689673,14,168.0158,2009,1,2,1,1336.9264
3358,17.75,1,0.075959623,0,112.4544,1997,2,0,0,2460.7968
3359,20.35,1,0.021413346,9,76.2328,2009,1,2,1,463.3968
3360,8.785,1,0,6,120.5414,1987,0,2,0,1583.9382
3362,6.11,0,0.103340142,6,131.2968,2009,1,2,1,913.4776
3367,16.7,0,0.061992874,13,60.9562,1987,0,2,0,355.5372
3368,9.035,0,0.17417636,10,148.9708,2009,1,2,1,2257.062
3369,11,1,0.037953762,8,38.448,1999,1,0,0,1198.44
3371,10.695,0,0.128247408,4,121.844,2009,1,2,1,2277.036
3374,16.2,1,0.01940856,14,156.7972,1999,1,0,0,3739.1328
3376,18.75,1,0.052800258,13,193.2504,2004,2,1,0,2684.5056
3377,13.3,1,0.06355415,5,149.4708,2004,2,1,0,1354.2372
3378,6.425,1,0.01043823,3,115.8808,1997,2,0,0,1757.712
3382,19,1,0.128289285,13,104.9622,1999,1,0,0,1164.4842
3383,11.395,1,0.009878459,8,47.6034,1997,2,0,0,1312.2918
3384,6.635,0,0.046090204,5,37.1506,1997,2,0,0,834.9132
3385,17.85,0,0.046680961,6,121.9388,1999,1,0,0,3962.8416
3387,5.5,1,0.047290068,11,100.5016,2009,1,2,1,1416.8224
3391,10,1,0.046043736,5,140.618,2009,1,2,1,2376.906
3392,7.09,1,0.007215314,0,47.6034,1997,2,0,0,1458.102
3393,12.15,0,0.132083542,6,189.5872,1997,2,0,0,3403.5696
3396,5.03,1,0.008639333,9,122.2756,1987,0,2,0,2059.9852
3397,9.8,0,0.015089965,10,249.6408,1997,2,0,0,1001.3632
3400,17.7,0,0,15,183.5924,2004,2,1,0,7033.5112
3401,12.65,1,0.123007534,10,106.0938,2004,2,1,0,2679.845
3402,19.6,1,0,8,150.3024,2009,1,2,1,2580.6408
3403,6.85,1,0.02288328,5,261.2594,1997,2,0,0,2878.2534
3409,5.635,1,0.103693024,0,149.905,2009,1,2,1,2546.685
3410,7.035,1,0.021849398,5,262.091,1997,2,0,0,4207.856
3411,7.72,0,0.074731477,1,77.5986,1997,2,0,0,1947.465
3412,13,1,0.154244343,3,77.9986,2009,1,2,1,1168.479
3413,8.51,1,0,9,142.147,1999,1,0,0,1717.764
3415,9.8,0,0.072990979,13,121.6098,1999,1,0,0,1566.6274
3416,19.85,1,0.005243282,4,266.1884,1999,1,0,0,3179.8608
3418,15.5,1,0.053455158,14,43.677,1999,1,0,0,562.601
3421,8.155,1,0.119428052,10,190.853,2004,2,1,0,2466.789
3422,8.18,1,0.013183517,9,143.1154,2009,1,2,1,1843.6002
3424,19.6,0,0.128235131,13,169.2816,1999,1,0,0,1174.4712
3425,20.6,1,0,8,148.8392,1997,2,0,0,2684.5056
3428,8.93,1,0,9,53.2614,1999,1,0,0,552.614
3429,17.5,1,0.026912667,5,261.291,1999,1,0,0,3418.883
3437,11.8,1,0.115636723,14,199.7084,2009,1,2,1,3571.3512
3438,13.85,1,0.030920531,14,141.0154,2009,1,2,1,1701.7848
3439,14.35,1,0.080594133,0,80.996,1997,2,0,0,1757.712
3443,19.6,0,0.04163619,5,47.3376,1999,1,0,0,1150.5024
3444,18.5,1,0.025756826,10,87.2172,2004,2,1,0,802.9548
3447,7.21,0,0.14460413,13,102.6332,2004,2,1,0,2153.1972
3450,19.6,1,0.023988387,9,104.5964,1999,1,0,0,1262.3568
3452,14.5,1,0.089703476,8,158.3604,1987,0,2,0,1109.2228
3453,8.96,0,0.06893834,6,196.4768,1997,2,0,0,2561.9984
3454,20.7,1,0.169667145,3,183.5266,1987,0,2,0,4426.2384
3455,7.145,1,0.017814518,5,159.8578,1999,1,0,0,2246.4092
3462,20.75,1,0.108689606,13,159.3578,2004,2,1,0,4492.8184
3463,8.185,1,0.038721734,6,115.8808,2004,2,1,0,1523.3504
3464,9.395,1,0.103664897,13,233.6932,1987,0,2,0,1414.1592
3465,7.39,1,0.082367244,14,187.753,1999,1,0,0,1518.024
3466,16.75,1,0.105282932,13,156.963,2009,1,2,1,2816.334
3469,6.215,1,0.012198395,6,37.4848,2009,1,2,1,186.424
3471,5.51,1,0.034445116,8,95.8726,1987,0,2,0,2153.1972
3473,16.35,1,0.016979063,9,97.441,1987,0,2,0,772.328
3475,13.8,0,0.056825065,13,230.9984,1987,0,2,0,4633.968
3477,16.35,1,0.090562192,9,198.211,1997,2,0,0,1964.11
3478,21.25,1,0.019423232,13,120.8756,1997,2,0,0,3150.5656
3479,15.85,1,0.078489577,3,39.9506,1987,0,2,0,645.1602
3480,8.6,0,0.054706408,1,128.931,2009,1,2,1,1428.141
3481,9.13,1,0.051804278,9,150.2024,1987,0,2,0,1821.6288
3485,10.895,1,0.027047774,11,50.6666,1997,2,0,0,666.4658
3487,17.7,1,0.011603492,5,97.741,1987,0,2,0,1158.492
3489,4.555,0,0.034350673,5,112.7544,2004,2,1,0,1789.6704
3492,17.35,0,0.146299902,12,150.405,1997,2,0,0,3894.93
3493,12.65,1,0.123531974,10,108.2938,2009,1,2,1,535.969
3494,8,0,0.030311951,1,247.4092,1999,1,0,0,6972.2576
3496,14.85,0,0.019590769,4,261.591,2009,1,2,1,2366.919
3498,15.1,0,0.067064128,13,257.9304,2004,2,1,0,6458.26
3500,16.75,1,0.075721301,8,34.3532,2004,2,1,0,1042.6428
3501,10.8,1,0.049719026,6,246.7144,1997,2,0,0,5145.3024
3502,20.2,1,0.065932087,9,64.851,1997,2,0,0,948.765
3505,7.315,1,0.01532563,13,153.434,1999,1,0,0,459.402
3506,16.1,0,0.047996608,5,127.0362,2009,1,2,1,1384.1982
3508,17.75,1,0.097629611,8,240.4196,1987,0,2,0,4579.3724
3509,17.2,0,0.057221177,6,225.4088,2009,1,2,1,2460.7968
3512,7.52,1,0.055127499,6,128.2994,1997,2,0,0,3983.4814
3513,12.15,1,0.025842905,15,119.844,1987,0,2,0,599.22
3514,9.195,0,0.122802943,6,100.1016,2009,1,2,1,1113.2176
3517,12.85,1,0.16871476,5,47.306,1999,1,0,0,1071.938
3519,7.31,1,0.026830586,13,108.057,1999,1,0,0,2087.283
3520,18.25,0,0.183260221,4,108.557,2004,2,1,0,1208.427
3521,9.6,0,0.027386122,13,259.2304,1999,1,0,0,4649.9472
3522,10.3,0,0,6,191.153,2004,2,1,0,1707.777
3523,16.7,1,0,6,109.1912,2009,1,2,1,545.956
3524,11.15,0,0.105287746,0,103.2648,2004,2,1,0,2388.8904
3525,11.85,0,0,0,51.2666,2004,2,1,0,410.1328
3526,12.6,1,0.05616476,12,51.8982,1999,1,0,0,473.3838
3527,7.855,0,0,0,38.3848,1997,2,0,0,932.12
3528,18.35,0,0.092150005,5,184.8266,1987,0,2,0,3872.9586
3530,12.5,1,0.071534226,15,124.902,2009,1,2,1,1771.028
3531,17.25,1,0.113497001,9,253.4724,2004,2,1,0,755.0172
3532,12.1,1,0.030121709,3,78.067,2004,2,1,0,2220.443
3533,16,0,0.065051586,4,76.1986,2004,2,1,0,1090.5804
3535,13.65,1,0.015976249,1,230.2668,2009,1,2,1,2994.7684
3536,8.88,1,0.098622378,9,208.427,1997,2,0,0,5452.902
3539,8.85,0,0.112840108,14,122.0388,1999,1,0,0,1238.388
3542,8.27,1,0.018797945,8,241.288,1987,0,2,0,5512.824
3544,9.895,1,0.060017128,9,230.8642,1987,0,2,0,4414.9198
3546,18.5,1,0.033944698,11,129.9284,1997,2,0,0,1054.6272
3547,21.1,0,0.020803054,2,129.7994,2009,1,2,1,1284.994
3549,18.5,1,0.034082974,11,130.9284,2009,1,2,1,1977.426
3553,15,1,0.046375227,1,122.8414,1997,2,0,0,731.0484
3554,13.1,1,0.037639672,6,175.6054,1999,1,0,0,1050.6324
3555,11.1,1,0.04500603,13,174.0054,2009,1,2,1,2101.2648
3559,8.1,0,0.134870732,3,41.948,2009,1,2,1,199.74
3562,17.7,1,0.05089667,9,125.5678,1987,0,2,0,1398.8458
3563,7.36,1,0.052312034,5,58.5588,1997,2,0,0,801.6232
3564,18.75,1,0.010363586,9,207.1954,2004,2,1,0,1667.1632
3565,18.2,0,0.012254429,6,59.9904,2009,1,2,1,644.4944
3566,5.46,0,0.107223632,6,144.8786,1999,1,0,0,3323.0078
3568,12.85,1,0.098993139,5,39.3164,1997,2,0,0,540.6296
3571,7.39,1,0.082170947,14,190.953,1987,0,2,0,2466.789
3573,11.65,1,0.131708682,0,152.3024,1999,1,0,0,1518.024
3574,15.7,0,0.027594064,3,171.179,1987,0,2,0,1867.569
3577,17.75,1,0.030559583,4,257.4672,2009,1,2,1,3835.008
3579,18.2,1,0.163096139,8,43.0086,1997,2,0,0,758.3462
3581,15.6,1,0.081103929,0,112.3544,1997,2,0,0,1006.6896
3582,13.3,0,0.071743629,6,59.7536,2009,1,2,1,918.804
3583,6.71,1,0.035731825,1,218.3166,2009,1,2,1,5660.6316
3587,11.8,1,0.054238448,7,75.4012,1999,1,0,0,986.7156
3588,12,1,0.075856062,0,124.5388,2009,1,2,1,1733.7432
3589,20.7,1,0.048957533,6,37.8506,2009,1,2,1,265.6542
3591,19.6,0,0.041536962,5,46.0376,1987,0,2,0,527.3136
3592,6.89,0,0,13,193.482,1999,1,0,0,2510.066
3594,13,0,0.044984874,14,175.0054,1997,2,0,0,1926.1594
3595,10.1,1,0.167155198,14,241.7512,1997,2,0,0,5331.7264
3596,15.6,1,0.142986863,2,130.3994,1987,0,2,0,2826.9868
3600,20.35,0,0.014885998,6,234.4958,2009,1,2,1,3271.7412
3601,13.5,0,0.128816212,15,96.4068,1997,2,0,0,2527.3768
3602,6.71,0,0.029680868,0,65.0142,2009,1,2,1,856.8846
3604,17.7,0,0.016582833,6,50.5034,1987,0,2,0,1458.102
3605,20.5,0,0.112316501,6,193.9478,1987,0,2,0,4456.1994
3606,19.1,1,0.096653315,6,235.1958,1987,0,2,0,4673.916
3608,8.905,1,0.143351652,5,62.0878,1999,1,0,0,302.939
3612,6.38,1,0.015149955,9,144.047,1987,0,2,0,3149.234
3614,16.7,0,0.052401766,5,115.1176,2004,2,1,0,1488.7288
3615,10,0,0.063121982,5,231.7668,1987,0,2,0,460.7336
3617,14.65,1,0.171245426,6,50.3692,1987,0,2,0,591.2304
3620,19,1,0.026986367,9,127.1336,1997,2,0,0,2812.3392
3621,6.36,1,0.120543611,6,45.806,1997,2,0,0,1165.15
3622,18.85,1,0.036037952,10,58.4562,1997,2,0,0,711.0744
3623,9.6,1,0.006725388,9,165.9184,2009,1,2,1,2972.1312
3624,5.94,1,0.034940979,3,177.3344,1999,1,0,0,1605.9096
3625,13.5,1,0.094219593,14,189.9872,1997,2,0,0,1323.6104
3627,15.15,0,0.066164431,5,147.376,2004,2,1,0,2197.14
3628,15.6,0,0,4,62.4194,2009,1,2,1,804.9522
3630,20.35,0,0.030975716,4,253.9672,1999,1,0,0,3068.0064
3631,8.895,0,0.039101813,0,208.8296,1999,1,0,0,5400.9696
3632,21.25,1,0.010039493,10,181.7608,2009,1,2,1,1102.5648
3633,4.905,1,0.117308165,3,195.7768,2004,2,1,0,2956.152
3636,17.75,0,0.067490036,0,185.224,2004,2,1,0,6338.416
3638,10.395,1,0.031219108,12,156.9604,2004,2,1,0,4595.3516
3640,13.5,1,0,0,84.554,2009,1,2,1,778.986
